ActiveIngredient,Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
NELARABINE,G74,List of FDA Approved Drugs,NELARABINE,NELARABINE - NDA,2005-10-28,2005-10-28,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NEPAFENAC,G74,List of FDA Approved Drugs,NEPAFENAC,NEPAFENAC - NDA,2005-08-19,2005-08-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NERATINIB,G74,List of FDA Approved Drugs,NERATINIB,NERATINIB - NDA,2017-07-17,2017-07-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NESIRITIDE RECOMBINANT,G74,List of FDA Approved Drugs,NESIRITIDE RECOMBINANT,NESIRITIDE RECOMBINANT - NDA,2001-08-10,2001-08-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NETARSUDIL,G74,List of FDA Approved Drugs,NETARSUDIL,NETARSUDIL - NDA,2017-12-18,2017-12-18,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NETUPITANT; PALONOSETRON,G74,List of FDA Approved Drugs,NETUPITANT; PALONOSETRON,NETUPITANT; PALONOSETRON - NDA,2014-10-10,2014-10-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NIFURTIMOX,G74,List of FDA Approved Drugs,NIFURTIMOX,NIFURTIMOX - NDA,2020-08-06,2020-08-06,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NILOTINIB,G74,List of FDA Approved Drugs,NILOTINIB,NILOTINIB - NDA,2007-10-29,2007-10-29,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NINTEDANIB ESYLATE,G74,List of FDA Approved Drugs,NINTEDANIB ESYLATE,NINTEDANIB ESYLATE - NDA,2014-10-15,2014-10-15,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NIRAPARIB TOSYLATE,G74,List of FDA Approved Drugs,NIRAPARIB TOSYLATE,NIRAPARIB TOSYLATE - NDA,2017-03-27,2017-03-27,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NITAZOXANIDE,G74,List of FDA Approved Drugs,NITAZOXANIDE,NITAZOXANIDE - NDA,2002-11-22,2002-11-22,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NITISINONE,G74,List of FDA Approved Drugs,NITISINONE,NITISINONE - NDA,2002-01-18,2002-01-18,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NITRIC OXIDE,G74,List of FDA Approved Drugs,NITRIC OXIDE,NITRIC OXIDE - NDA,1999-12-23,1999-12-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NIVOLUMAB,G74,List of FDA Approved Drugs,NIVOLUMAB,NIVOLUMAB - BLA,2014-12-22,2014-12-22,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NIVOLUMAB;RELATLIMAB-RMBW,G74,List of FDA Approved Drugs,NIVOLUMAB;RELATLIMAB-RMBW,NIVOLUMAB;RELATLIMAB-RMBW - BLA,2022-03-18,2022-03-18,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
NUSINERSEN,G74,List of FDA Approved Drugs,NUSINERSEN,NUSINERSEN - NDA,2016-12-23,2016-12-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OBETICHOLIC ACID,G74,List of FDA Approved Drugs,OBETICHOLIC ACID,OBETICHOLIC ACID - NDA,2016-05-27,2016-05-27,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OBILTOXAXIMAB,G74,List of FDA Approved Drugs,OBILTOXAXIMAB,OBILTOXAXIMAB - BLA,2016-03-18,2016-03-18,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OBINUTUZUMAB,G74,List of FDA Approved Drugs,OBINUTUZUMAB,OBINUTUZUMAB - BLA,2013-11-01,2013-11-01,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OCRELIZUMAB,G74,List of FDA Approved Drugs,OCRELIZUMAB,OCRELIZUMAB - BLA,2017-03-28,2017-03-28,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OCRIPLASMIN,G74,List of FDA Approved Drugs,OCRIPLASMIN,OCRIPLASMIN - BLA,2012-10-17,2012-10-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
ODEVIXIBAT,G74,List of FDA Approved Drugs,ODEVIXIBAT,ODEVIXIBAT - NDA,2021-07-20,2021-07-20,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OFATUMUMAB,G74,List of FDA Approved Drugs,OFATUMUMAB,OFATUMUMAB - BLA,2009-10-26,2009-10-26,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLANZAPINE; SAMIDORPHAN L-MALATE,G74,List of FDA Approved Drugs,OLANZAPINE; SAMIDORPHAN L-MALATE,OLANZAPINE; SAMIDORPHAN L-MALATE - NDA,2021-05-28,2021-05-28,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLAPARIB,G74,List of FDA Approved Drugs,OLAPARIB,OLAPARIB - NDA,2014-12-19,2014-12-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLARATUMAB,G74,List of FDA Approved Drugs,OLARATUMAB,OLARATUMAB - BLA,2016-10-19,2016-10-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLICERIDINE,G74,List of FDA Approved Drugs,OLICERIDINE,OLICERIDINE - NDA,2020-08-07,2020-08-07,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLIPUDASE ALFA-RPCP,G74,List of FDA Approved Drugs,OLIPUDASE ALFA-RPCP,OLIPUDASE ALFA-RPCP - BLA,2022-08-31,2022-08-31,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLMESARTAN MEDOXOMIL,G74,List of FDA Approved Drugs,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL - NDA,2002-04-25,2002-04-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLODATEROL,G74,List of FDA Approved Drugs,OLODATEROL,OLODATEROL - NDA,2014-07-31,2014-07-31,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OLUTASIDENIB,G74,List of FDA Approved Drugs,OLUTASIDENIB,OLUTASIDENIB - NDA,2022-12-01,2022-12-01,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OMACETAXINE MEPESUCCINATE,G74,List of FDA Approved Drugs,OMACETAXINE MEPESUCCINATE,OMACETAXINE MEPESUCCINATE - NDA,2012-10-26,2012-10-26,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OMADACYCLINE TOSYLATE,G74,List of FDA Approved Drugs,OMADACYCLINE TOSYLATE,OMADACYCLINE TOSYLATE - NDA,2018-10-02,2018-10-02,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OMALIZUMAB,G74,List of FDA Approved Drugs,OMALIZUMAB,OMALIZUMAB - BLA,2003-06-20,2003-06-20,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OMEGA-3-ACID ETHYL ESTERS,G74,List of FDA Approved Drugs,OMEGA-3-ACID ETHYL ESTERS,OMEGA-3-ACID ETHYL ESTERS - NDA,2004-11-10,2004-11-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OMIDENEPAG ISOPROPYL,G74,List of FDA Approved Drugs,OMIDENEPAG ISOPROPYL,OMIDENEPAG ISOPROPYL - NDA,2022-09-22,2022-09-22,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OPICAPONE,G74,List of FDA Approved Drugs,OPICAPONE,OPICAPONE - NDA,2020-04-24,2020-04-24,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
ORITAVANCIN,G74,List of FDA Approved Drugs,ORITAVANCIN,ORITAVANCIN - NDA,2014-08-06,2014-08-06,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
ORLISTAT,G74,List of FDA Approved Drugs,ORLISTAT,ORLISTAT - NDA,1999-04-23,1999-04-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OSELTAMIVIR,G74,List of FDA Approved Drugs,OSELTAMIVIR,OSELTAMIVIR - NDA,1999-10-27,1999-10-27,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OSILODROSTAT,G74,List of FDA Approved Drugs,OSILODROSTAT,OSILODROSTAT - NDA,2020-03-06,2020-03-06,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OSIMERTINIB,G74,List of FDA Approved Drugs,OSIMERTINIB,OSIMERTINIB - NDA,2015-11-13,2015-11-13,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OSPEMIFENE,G74,List of FDA Approved Drugs,OSPEMIFENE,OSPEMIFENE - NDA,2013-02-26,2013-02-26,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OTESECONAZOLE,G74,List of FDA Approved Drugs,OTESECONAZOLE,OTESECONAZOLE - NDA,2022-04-26,2022-04-26,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OXALIPLATIN,G74,List of FDA Approved Drugs,OXALIPLATIN,OXALIPLATIN - NDA,2002-08-09,2002-08-09,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OXCARBAZEPINE,G74,List of FDA Approved Drugs,OXCARBAZEPINE,OXCARBAZEPINE - NDA,2000-01-14,2000-01-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OZANIMOD,G74,List of FDA Approved Drugs,OZANIMOD,OZANIMOD - NDA,2020-03-25,2020-03-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
OZENOXACIN,G74,List of FDA Approved Drugs,OZENOXACIN,OZENOXACIN - NDA,2017-12-11,2017-12-11,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PACRITINIB,G74,List of FDA Approved Drugs,PACRITINIB,PACRITINIB - NDA,2022-02-28,2022-02-28,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PAFOLACIANINE,G74,List of FDA Approved Drugs,PAFOLACIANINE,PAFOLACIANINE - NDA,2021-11-29,2021-11-29,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PALBOCICLIB,G74,List of FDA Approved Drugs,PALBOCICLIB,PALBOCICLIB - NDA,2015-02-03,2015-02-03,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PALIFERMIN,G74,List of FDA Approved Drugs,PALIFERMIN,PALIFERMIN - BLA,2004-12-15,2004-12-15,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PALIPERIDONE,G74,List of FDA Approved Drugs,PALIPERIDONE,PALIPERIDONE - NDA,2006-12-19,2006-12-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PALIVIZUMAB,G74,List of FDA Approved Drugs,PALIVIZUMAB,PALIVIZUMAB - BLA,1998-06-19,1998-06-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PALONOSETRON,G74,List of FDA Approved Drugs,PALONOSETRON,PALONOSETRON - NDA,2003-07-25,2003-07-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PANITUMUMAB,G74,List of FDA Approved Drugs,PANITUMUMAB,PANITUMUMAB - BLA,2006-09-27,2006-09-27,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PANOBINOSTAT LACTATE,G74,List of FDA Approved Drugs,PANOBINOSTAT LACTATE,PANOBINOSTAT LACTATE - NDA,2015-02-23,2015-02-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PANTOPRAZOLE,G74,List of FDA Approved Drugs,PANTOPRAZOLE,PANTOPRAZOLE - NDA,2000-02-02,2000-02-02,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PARATHYROID HORMONE,G74,List of FDA Approved Drugs,PARATHYROID HORMONE,PARATHYROID HORMONE - BLA,2015-01-23,2015-01-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PARICALCITOL,G74,List of FDA Approved Drugs,PARICALCITOL,PARICALCITOL - NDA,1998-04-17,1998-04-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PASIREOTIDE DIASPARTATE,G74,List of FDA Approved Drugs,PASIREOTIDE DIASPARTATE,PASIREOTIDE DIASPARTATE - NDA,2012-12-14,2012-12-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PATIROMER SORBITEX,G74,List of FDA Approved Drugs,PATIROMER SORBITEX,PATIROMER SORBITEX - NDA,2015-10-21,2015-10-21,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PATISIRAN,G74,List of FDA Approved Drugs,PATISIRAN,PATISIRAN - NDA,2018-08-10,2018-08-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PAZOPANIB,G74,List of FDA Approved Drugs,PAZOPANIB,PAZOPANIB - NDA,2009-10-19,2009-10-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PEGAPTANIB,G74,List of FDA Approved Drugs,PEGAPTANIB,PEGAPTANIB - NDA,2004-09-17,2004-09-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PEGCETACOPLAN,G74,List of FDA Approved Drugs,PEGCETACOPLAN,PEGCETACOPLAN - NDA,2021-05-14,2021-05-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PEGFILGRASTIM,G74,List of FDA Approved Drugs,PEGFILGRASTIM,PEGFILGRASTIM - BLA,2002-01-31,2002-01-31,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PEGINESATIDE,G74,List of FDA Approved Drugs,PEGINESATIDE,PEGINESATIDE - NDA,2012-03-27,2012-03-27,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
PEGINTERFERON ALFA-2A,G74,List of FDA Approved Drugs,PEGINTERFERON ALFA-2A,PEGINTERFERON ALFA-2A - BLA,2002-10-16,2002-10-16,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
