Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on,Category ID
Recessions - Latin America & Caribbean,2018,"Year over year change in GDP, 2018",2018-01-01,2018-12-31,-0.0220994707161424,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2019,"Year over year change in GDP, 2019",2019-01-01,2019-12-31,-0.01477665887243,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2020,"Year over year change in GDP, 2020",2020-01-01,2020-12-31,-0.155968057285455,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & Caribbean,2021,"Year over year change in GDP, 2021",2021-01-01,2021-12-31,0.150147867300597,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G38
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1961,"Year over year change in GDP, 1961",1961-01-01,1961-12-31,0.0584326873784851,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1962,"Year over year change in GDP, 1962",1962-01-01,1962-12-31,0.0947673009570702,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1963,"Year over year change in GDP, 1963",1963-01-01,1963-12-31,0.0171801810171713,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1964,"Year over year change in GDP, 1964",1964-01-01,1964-12-31,0.108801247927817,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1965,"Year over year change in GDP, 1965",1965-01-01,1965-12-31,0.073703990319791,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1966,"Year over year change in GDP, 1966",1966-01-01,1966-12-31,0.100918623923671,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1967,"Year over year change in GDP, 1967",1967-01-01,1967-12-31,0.01756170723877,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1968,"Year over year change in GDP, 1968",1968-01-01,1968-12-31,0.0719329760144386,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1969,"Year over year change in GDP, 1969",1969-01-01,1969-12-31,0.116680219779933,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1970,"Year over year change in GDP, 1970",1970-01-01,1970-12-31,0.0898203455680259,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1971,"Year over year change in GDP, 1971",1971-01-01,1971-12-31,0.111936812360191,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1972,"Year over year change in GDP, 1972",1972-01-01,1972-12-31,0.123172052527414,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1973,"Year over year change in GDP, 1973",1973-01-01,1973-12-31,0.34171822667935,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1974,"Year over year change in GDP, 1974",1974-01-01,1974-12-31,0.307983755769254,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1975,"Year over year change in GDP, 1975",1975-01-01,1975-12-31,0.0453956363550314,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1976,"Year over year change in GDP, 1976",1976-01-01,1976-12-31,0.0981931404309596,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1977,"Year over year change in GDP, 1977",1977-01-01,1977-12-31,0.100315590456399,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1978,"Year over year change in GDP, 1978",1978-01-01,1978-12-31,0.130130137314906,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1979,"Year over year change in GDP, 1979",1979-01-01,1979-12-31,0.190287772845116,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1980,"Year over year change in GDP, 1980",1980-01-01,1980-12-31,0.223075196235933,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1981,"Year over year change in GDP, 1981",1981-01-01,1981-12-31,0.14697286889977,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1982,"Year over year change in GDP, 1982",1982-01-01,1982-12-31,-0.0784136528979875,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1983,"Year over year change in GDP, 1983",1983-01-01,1983-12-31,-0.132920282289019,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1984,"Year over year change in GDP, 1984",1984-01-01,1984-12-31,-0.00584236962391684,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1985,"Year over year change in GDP, 1985",1985-01-01,1985-12-31,-0.0060658801155104,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1986,"Year over year change in GDP, 1986",1986-01-01,1986-12-31,-0.00466977863225606,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1987,"Year over year change in GDP, 1987",1987-01-01,1987-12-31,0.0526235664885431,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1988,"Year over year change in GDP, 1988",1988-01-01,1988-12-31,0.119209731263932,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1989,"Year over year change in GDP, 1989",1989-01-01,1989-12-31,0.0955833587023345,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1990,"Year over year change in GDP, 1990",1990-01-01,1990-12-31,0.201698270057587,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1991,"Year over year change in GDP, 1991",1991-01-01,1991-12-31,0.0807993278541858,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1992,"Year over year change in GDP, 1992",1992-01-01,1992-12-31,0.0968857778413778,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1993,"Year over year change in GDP, 1993",1993-01-01,1993-12-31,0.166309169455069,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1994,"Year over year change in GDP, 1994",1994-01-01,1994-12-31,0.175410576646456,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1995,"Year over year change in GDP, 1995",1995-01-01,1995-12-31,0.0868941624866064,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1996,"Year over year change in GDP, 1996",1996-01-01,1996-12-31,0.0871882568129639,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1997,"Year over year change in GDP, 1997",1997-01-01,1997-12-31,0.097021697595762,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1998,"Year over year change in GDP, 1998",1998-01-01,1998-12-31,0.00594287363760816,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),1999,"Year over year change in GDP, 1999",1999-01-01,1999-12-31,-0.105013864745581,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2000,"Year over year change in GDP, 2000",2000-01-01,2000-12-31,0.10613094256697,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2001,"Year over year change in GDP, 2001",2001-01-01,2001-12-31,-0.0265581882852801,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2002,"Year over year change in GDP, 2002",2002-01-01,2002-12-31,-0.110000030739306,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2003,"Year over year change in GDP, 2003",2003-01-01,2003-12-31,0.0186425603384217,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2004,"Year over year change in GDP, 2004",2004-01-01,2004-12-31,0.157648546205285,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2005,"Year over year change in GDP, 2005",2005-01-01,2005-12-31,0.217390761031516,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2006,"Year over year change in GDP, 2006",2006-01-01,2006-12-31,0.175964416738214,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2007,"Year over year change in GDP, 2007",2007-01-01,2007-12-31,0.184337461586556,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2008,"Year over year change in GDP, 2008",2008-01-01,2008-12-31,0.168296189292218,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
Recessions - Latin America & the Caribbean (IDA & IBRD countries),2009,"Year over year change in GDP, 2009",2009-01-01,2009-12-31,-0.0632897068892877,"“World Bank Open Data.” World Bank Open Data, https://data.worldbank.org. Accessed 28 February 2023.",2023-02-28,G59
